AL590128.1,285
AL512330.1,347
RNU1-8P,164
CAMTA1-IT1,363
Z97987.1,430
AL365194.1,359
AL359881.3,1720
AL359881.2,569
AL359881.1,266
VAMP3,2173
Z98884.2,392
PER3,6296
Z98884.1,827
UTS2,1594
TNFRSF9,5961
AL009183.1,354
PARK7,1120
Y_RNA,102
AL034417.4,2234
AL034417.3,1041
ERRFI1,3093
AL034417.2,2041
AL034417.1,798
AL358876.1,1071
LINC01714,892
RNU1-7P,163
AL358876.2,475
RNU6-991P,106
SLC45A1,2775
Y_RNA,112
RERE,8002
RERE-AS1,1048
AL096855.1,124
AL096855.2,368
RPL7P11,657
RPL7P7,702
Y_RNA,102
AL357552.1,413
AL357552.2,351
RPL23AP19,368
ENO1,2539
MIR6728,88
ENO1-AS1,454
RNU6-304P,106
HMGN2P17,742
AL139415.1,351
AL139415.2,162
CA6,1490
RN7SL451P,298
SLC2A7,1527
SLC2A5,4073
AL158048.1,183
GPR157,5193
MIR34AHG,4455
MIR34A,109
LNCTAM34A,1261
H6PD,9141
SPSB1,3103
BX323043.1,1764
LINC02606,2440
RNA5SP40,109
AL928921.1,706
SLC25A33,3858
AL954705.1,558
TMEM201,3845
PIK3CD,5459
PIK3CD-AS1,1821
AL691449.1,419
PIK3CD-AS2,936
CLSTN1,5202
MZT1P1,244
AL357140.3,1982
CTNNBIP1,3000
AL357140.1,421
AL357140.4,759
LZIC,4981
AL357140.2,438
NMNAT1,3729
RN7SKP269,318
TMEM274P,439
MIR5697,77
AL603962.1,434
RBP7,856
UBE4B,6155
AL590639.1,336
PGAM1P11,678
RNU6-828P,106
KIF1B,10620
AL358013.1,85
RNU6-37P,106
RN7SL731P,292
AL139424.3,1390
AL139424.2,1367
PGD,2255
AL139424.1,796
CENPS-CORT,1464
CENPS,909
CORT,1128
DFFA,6029
AL354956.1,465
PEX14,1913
AL139423.2,2874
RN7SL614P,279
CASZ1,7913
AL139423.1,7921
HSPE1P24,237
C1orf127,2748
CFL1P6,492
TARDBP,5361
AL109811.3,1783
MASP2,2444
AL109811.2,869
SRM,1252
EXOSC10,2771
AL109811.1,2680
EXOSC10-AS1,485
MTOR,8663
MTOR-AS1,701
RNU6-537P,102
ANGPTL7,2219
RNU6-291P,106
RPL39P6,149
UBIAD1,3644
UBE2V2P3,435
AL031291.1,738
MTCYBP45,564
DISP3,5244
AL590989.1,1049
LINC01647,1348
AL031731.1,2092
FBXO2,2208
FBXO44,3313
FBXO6,1438
MAD2L2,1849
DRAXIN,7358
AGTRAP,1125
C1orf167,4524
AL953897.1,1865
MTHFR,8366
CLCN6,5609
AL021155.3,172
AL021155.4,148
NPPA,852
AL021155.2,107
NPPB,705
AL021155.1,2636
AL021155.5,1713
RNU5E-1,119
RNU5E-4P,119
KIAA2013,2816
PLOD1,2957
AL096840.2,594
MFN2,4520
AL096840.1,92
MIIP,1703
Y_RNA,112
MIR6729,64
RN7SL649P,274
TNFRSF8,3745
RNU6-777P,103
RPL23AP89,254
AL357835.1,1192
MIR7846,95
TNFRSF1B,3677
MIR4632,60
RPL10P17,315
SNORA70,123
VPS13D,16287
SNORA59A,151
LINC02766,436
DHRS3,2195
RNU6ATAC18P,100
MIR6730,66
AC254633.1,344
AADACL4,1571
AC244670.1,111
AADACL3,4051
C1orf158,3560
PRAMEF12,1783
PRAMEF1,2156
LINC01784,376
PRAMEF11,1841
PRAMEF30P,1413
HNRNPCL1,1106
PRAMEF2,1638
PRAMEF4,1836
PRAMEF10,1521
PRAMEF7,1588
RNU6-1072P,106
PRAMEF29P,1137
PRAMEF6,1716
PRAMEF28P,1447
PRAMEF27,1859
HNRNPCL3,1146
PRAMEF25,1859
PRAMEF34P,1444
PRAMEF35P,889
HNRNPCL2,1154
PRAMEF36P,1449
AC245056.1,382
PRAMEF26,1859
HNRNPCL4,881
PRAMEF9,1859
PRAMEF13,2159
PRAMEF18,2064
PRAMEF31P,1368
PRAMEF5,1716
PRAMEF32P,1066
RNU6-771P,106
PRAMEF8,1840
PRAMEF33,1514
PRAMEF15,1861
AC243961.1,382
PRAMEF14,2160
PRAMEF19,1437
PRAMEF17,1575
PRAMEF20,1593
LRRC38,2166
AL354712.1,474
BRWD1P1,369
PDPN,3098
RNA5SP41,100
AL359771.1,377
AL359771.2,129
PRDM2,7947
KAZN,6857
RNU6-1265P,102
AL357873.1,1236
KAZN-AS1,1402
TBCAP2,324
AL031293.1,1451
TMEM51-AS1,7094
TMEM51,1967
C1orf195,439
AL035405.1,708
AL391094.1,964
FHAD1,5059
AL031283.2,3103
AL031283.3,725
AL031283.1,5175
EFHD2,2418
CTRC,3474
CELA2A,908
CELA2B,907
CASP9,4455
DNAJC16,6284
SCARNA21B,139
AL121992.3,345
AGMAT,3088
AL121992.1,2843
CHCHD2P6,446
RNU7-179P,67
CD24P1,224
DDI2,10657
RSC1A1,1853
AL121992.2,255
PLEKHM2,4114
AL450998.3,751
SLC25A34,3124
SLC25A34-AS1,637
TMEM82,1437
FBLIM1,3488
RPL12P14,489
UQCRHL,2179
AL450998.1,437
AL450998.2,2471
SPEN,12370
AL034555.1,210
ZBTB17,2754
AL355994.4,562
AL355994.1,259
AL355994.5,235
TBC1D3P6,954
SRARP,3037
AL355994.3,464
HSPB7,2889
CLCNKA,3036
AL355994.2,699
CLCNKB,2547
FAM131C,1713
EPHA2,3929
AL451042.2,902
AL451042.1,542
ARHGEF19-AS1,437
ARHGEF19,3306
ANO7L1,1703
AL109627.1,2661
CPLANE2,1569
MT1XP1,185
FBXO42,6217
SZRD1,3476
RPL22P3,380
SPATA21,3602
NECAP2,4612
LINC01772,3243
CROCCP3,5353
RNU1-1,163
AL137802.2,1109
AL137802.3,1555
AL137802.1,325
LINC01783,1546
RNU1-6P,143
AL355149.1,879
NBPF1,5903
AL137798.1,338
CROCCP2,2755
AL137798.3,164
MST1P2,2273
AL137798.2,814
RNU1-3,163
AL021920.2,1346
EIF1AXP1,434
ESPNP,3682
AL021920.1,403
AL021920.3,816
CROCC,6623
CROCCP4,571
RNU1-4,163
MST1L,3980
BX284668.1,731
BX284668.3,879
MIR3675,72
BX284668.2,2518
RNU1-5P,143
BX284668.5,1510
BX284668.4,507
RNU1-2,163
BX284668.6,437
MFAP2,2365
AL049569.2,383
AL049569.1,634
ATP13A2,3967
SDHB,1145
PADI2,4345
LINC02783,4673
AL590644.1,1223
PADI1,3830
PADI3,3173
MIR3972,86
PADI4,2251
PADI6,2380
RCC2-AS1,309
RCC2,4027
ARHGEF10L,4596
LINC02810,1022
ACTL8,1838
AL357509.1,2009
LINC01654,2468
IGSF21,1882
AL365209.1,6472
IGSF21-AS1,426
AL591896.1,489
KLHDC7A,5144
DYNLL1P3,265
AL031737.1,222
PAX7,6204
TAS1R2,2536
ALDH4A1,3124
MIR4695,73
MIR1290,77
IFFO2,6170
AL137127.1,3401
UBR4,15786
EMC1-AS1,505
EMC1,6617
MRTO4,2041
AL035413.2,337
AKR7L,1979
AKR7A3,1208
AL035413.1,523
AKR7A2,1355
RNU6-1099P,106
SLC66A1,2167
CAPZB,2059
RN7SL277P,287
MICOS10,3719
RNU4-28P,140
AL031727.2,205
NBL1,2168
MICOS10-NBL1,989
AL031727.1,454
HTR6,3797
TMCO4,2958
RNF186,1254
AL391883.1,445
OTUD3,6507
PLA2G2E,781
RN7SL304P,300
PLA2G2A,1303
PLA2G5,1913
PLA2G2D,2647
PLA2G2F,4127
Z98257.1,2491
PLA2G2C,3245
UBXN10-AS1,508
UBXN10,5560
LINC01757,618
Z98257.2,1545
VWA5B1,4453
AL020998.1,227
LINC01141,2981
AL139254.1,373
AL139254.2,1154
AL139254.3,672
CAMK2N1,2324
MUL1,2424
RPS4XP4,762
FAM43B,2447
CDA,805
PINK1,3816
MIR6084,109
PINK1-AS,4440
DDOST,2115
KIF17,3954
AL663074.2,475
SH2D5,3888
AL663074.1,297
HP1BP3,4813
EIF4G3,6161
RNU7-200P,61
MIR1256,118
RPS15AP6,384
AL627311.1,114
HSPE1P27,294
AL031005.2,1110
ECE1,5080
AL031005.1,720
AL031728.1,2476
PPP1R11P1,375
AL592309.1,647
AL592309.2,604
NBPF2P,656
HS6ST1P1,1233
CROCCP5,825
NBPF3,4383
PFN1P10,326
ALPL,2524
LINC02596,819
RAP1GAP,4269
USP48,4392
AL590103.1,306
LDLRAD2,4011
HSPG2,14244
AL590556.1,482
AL590556.2,1160
CELA3B,991
AL590556.3,1460
RN7SL386P,296
RNU6-1022P,103
CELA3A,898
RN7SL186P,296
RNU6-776P,103
LINC01635,1469
LINC00339,1515
CDC42,10592
CDC42-AS1,2571
AL031281.2,221
CDC42-IT1,690
AL031281.1,487
WNT4,3963
AL445253.1,806
MIR4418,61
PPIAP34,491
AL591122.1,1852
ZBTB40,8973
ZBTB40-IT1,271
EPHA8,5002
MIR6127,108
C1QA,1088
C1QC,1180
C1QB,1095
EPHB2,10799
MIR4684,81
AL512444.1,478
MIR4253,67
LACTBL1,1635
TEX46,509
KDM1A,3038
AL031428.1,664
MIR3115,67
AL031428.2,76
LUZP1,8893
AL161672.1,817
RNU6-514P,106
RNU6-135P,100
HTR1D,2834
AL109936.1,459
LINC01355,5443
AL109936.6,602
HNRNPR,7740
ZNF436,4461
ZNF436-AS1,2546
Y_RNA,92
AL109936.2,649
TCEA3,1708
AL357134.1,423
ASAP3,4026
E2F2,5189
AL021154.1,454
ID3,947
AL450043.1,1318
MDS2,1774
AL451000.1,1179
RPL11,1595
ELOA-AS1,1499
ELOA,5143
PITHD1,1584
LYPLA2,1625
GALE,2071
HMGCL,2141
FUCA1,2039
CNR2,5263
BTBD6P1,1266
AL590609.3,208
MIR378F,77
AL590609.2,367
PNRC2,2424
SRSF10,7650
AL590609.1,326
AL591178.1,450
MYOM3,5723
AL591178.2,458
IL22RA1,2810
IFNLR1,4559
LINC02800,1846
AL138902.1,851
GRHL3,2853
STPG1,6006
NIPAL3,5468
RCAN3AS,556
RCAN3,6858
NCMAP-DT,1442
NCMAP,4059
AL445686.1,347
Y_RNA,102
SRRM1,3718
AL445648.1,882
CLIC4,4247
RNU6-1208P,106
RUNX3,4334
MIR6731,71
AL445471.1,817
AL445471.2,2442
MIR4425,83
LINC02793,1105
AL050344.1,612
AL121994.1,401
AL031432.1,986
SYF2,1960
AL031432.4,2189
AL031432.5,759
RSRP1,3028
AL031432.3,484
AL031432.2,457
RHD,2996
SDHDP6,479
AL928711.1,457
TMEM50A,2259
RHCE,1798
AL031284.1,477
MACO1,3929
LDLRAP1,4663
AL606491.1,481
MAN1C1,4633
AL031280.1,2222
SELENON,4301
AL020996.2,565
AL020996.1,2306
MTFR1L,3256
AL020996.3,221
AUNIP,2113
AL033528.2,847
PAQR7,3295
Y_RNA,109
STMN1,2943
SNRPFP2,250
AL033528.1,139
MIR3917,92
PAFAH2,3476
RNU6-110P,103
AL592064.1,124
AL592064.2,83
EXTL1,4009
SLC30A2,3241
AL391650.2,939
TRIM63,1761
PDIK1L,4275
FAM110D,2797
C1orf232,639
AL391650.1,1465
ZNF593,696
CNKSR1,2653
CATSPER4,1902
AL355877.1,2100
AL355877.3,896
CEP85,3921
AL355877.2,357
SH3BGRL3,766
UBXN11,2632
CD52,579
CRYBG2,6237
AL451139.1,345
ZNF683,1705
LIN28A,3971
DHDDS,3329
AL513365.1,534
AL513365.2,1137
HMGN2,1934
DPPA2P2,896
RPS6KA1,3180
MIR1976,51
RN7SL679P,303
Y_RNA,101
RNU7-29P,63
AL627313.1,237
AL627082.2,103
AL627082.1,234
AL512408.1,1999
ARID1A,8575
PIGV,2709
RN7SL165P,290
AL034380.2,176
ZDHHC18,5037
SFN,1307
GPN2,4660
AL034380.1,304
GPATCH3,2118
NUDC,1783
NR0B2,1163
KDF1,1851
RPL12P13,495
AL356390.1,396
OSTCP2,443
TRNP1,1959
TENT5B,2380
SLC9A1,4725
AL590640.2,526
CHCHD3P3,639
NPM1P39,866
SNRPEP7,219
AL590640.1,376
WDTC1,5139
Y_RNA,103
FO393419.3,280
TMEM222,2858
RNU6-48P,106
ACTG1P20,467
SYTL1,2673
MAP3K6,4409
FCN3,1022
CD164L2,1452
FO393419.1,353
GPR3,2135
WASF2,5672
FO393419.2,426
BX293535.1,281
AHDC1,6431
FGR,2624
AL031729.1,191
LINC02574,439
IFI6,823
AL445490.1,653
RNU6-949P,106
CHMP1AP1,661
RNU6-424P,104
AL020997.5,934
FAM76A,3558
AL020997.1,348
RPEP3,675
STX12,3025
AL020997.2,183
AL020997.3,358
RNU6-1245P,105
AL020997.4,1469
PPP1R8,2644
SCARNA1,165
THEMIS2,2859
RPA2,1575
SMPDL3B,1905
AL512288.1,486
XKR8,2689
EYA3,5981
AL512288.2,366
RN7SL559P,296
SPCS2P4,680
AL137792.2,233
AL137792.1,555
RNU6-176P,104
PTAFR,4188
DNAJC8,1754
ATP5IF1,1853
AL353622.1,1944
AL353622.2,424
SESN2,3452
MED18,1826
PHACTR4,6034
Y_RNA,100
CR391992.1,393
RNU6ATAC27P,118
RCC1,2831
SNHG3,2612
SNORA73A,205
SNORA73B,203
PRDX3P2,609
AL513497.1,2082
TRNAU1AP,2035
SNHG12,1997
SNORD99,73
SNORA61,129
SNORA44,131
SNORA16A,134
SNORA16A,136
TAF12,1353
RAB42,1948
LINC01715,686
AL360012.1,130
RNU11,133
GMEB1,6400
AL645729.1,129
YTHDF2,2819
OPRD1,9314
AL009181.1,1082
Y_RNA,109
EPB41,6369
AL138785.1,330
Y_RNA,100
Metazoa_SRP,281
TMEM200B,2551
AL357500.1,276
SRSF4,8121
AL357500.2,168
MECR,2505
AL590729.1,570
PTPRU,5543
LINC01756,2145
AL671862.1,347
AC092265.1,496
AL645944.2,1948
AL645944.1,492
LINC01648,1512
AL137076.1,549
AL021921.1,92
AL161638.2,504
AL161638.1,478
MATN1,3822
MATN1-AS1,3921
AL137857.1,1075
LAPTM5,2169
MIR4420,76
AL137027.1,442
LINC01778,1728
RN7SKP91,287
AL445235.1,1745
SDC3,6389
RN7SL371P,266
PUM1,5353
AL356320.2,506
AL356320.1,162
SELENOWP1,250
AC114495.1,435
NKAIN1,2915
SNRNP40,1922
AC114495.2,436
ZCCHC17,1722
AL451070.1,436
FABP3,1093
SERINC2,2796
AC209007.1,1341
RNU6-40P,106
LDC1P,2269
Y_RNA,113
LINC01226,5016
AC114488.1,588
TINAGL1,4753
HCRTR1,1995
PEF1,1609
AC114488.2,894
AC114488.3,478
COL16A1,5347
ADGRB2,5381
MIR4254,75
AL354919.2,535
SPOCD1,3944
AL354919.1,2255
AL136115.2,585
PTP4A2,3904
AL136115.1,515
AL136115.3,1871
KHDRBS1,2729
AL445248.1,621
TMEM39B,2078
MIR5585,58
Metazoa_SRP,290
KPNA6,7341
AL049795.2,665
TXLNA,5002
CCDC28B,1410
AL049795.1,782
IQCC,2247
DCDC2B,1856
TMEM234,2732
EIF3I,1447
MTMR9LP,2615
FAM167B,945
LCK,2153
Metazoa_SRP,259
Y_RNA,109
HDAC1,2402
MARCKSL1,1544
AL109945.1,685
TSSK3,1024
FAM229A,2757
BSDC1,4589
GAPDHP20,1006
AL356986.1,340
LRRC37A12P,1797
RN7SL122P,300
AL033529.1,3437
ZBTB8B,12827
ZBTB8A,7072
ZBTB8OS,1594
Y_RNA,101
RBBP4,7871
SYNC,3498
AC114489.1,393
KIAA1522,5486
YARS,3225
S100PBP,4213
FNDC5,2825
HPCA,1408
TMEM54,1024
AL031602.2,572
RNF19B,2589
AL031602.1,910
AL355864.1,525
AL355864.2,861
AL020995.1,1678
AK2,5964
Metazoa_SRP,344
AZIN2,5841
AL662907.1,1359
TRIM62,3812
AL662907.2,3447
AL662907.3,1930
ZNF362,3178
AL513327.3,468
A3GALT2,1018
AL513327.1,1429
PHC2,3856
MIR3605,99
RN7SKP16,298
AL513327.2,487
TLR12P,2705
ZSCAN20,4308
AC115285.1,735
CSMD2,13627
HSPD1P14,1617
HMGB4,2501
CSMD2-AS1,1359
RNA5SP42,114
C1orf94,3043
AC115286.1,433
AC099565.1,1424
MIR552,95
SMIM12,5692
GJB5,1353
GJB4,1442
AL121988.1,558
GJB3,2190
GJA4,1619
AL122010.1,718
DLGAP3,3909
AC114490.3,3161
AC114490.1,1884
AC114490.2,3082
TMEM35B,919
ZMYM6,6226
ZMYM1,4595
RPL12P45,476
EFCAB14P1,462
AL590434.1,1883
SFPQ,3730
Y_RNA,93
ZMYM4,7336
RN7SL503P,302
SNORA62,151
RPL5P4,885
ZMYM4-AS1,457
Metazoa_SRP,322
KIAA0319L,4756
AC004865.1,999
NCDN,3691
AC004865.2,849
TFAP2E,2238
PSMB2,4420
C1orf216,2626
CLSPN,8487
AL354864.1,537
AGO4,7254
AGO1,13693
AL139286.1,482
AL139286.3,1800
AL139286.2,395
AGO3,19641
AL138787.2,383
AL138787.1,1671
TEKT2,1728
ADPRHL2,1645
COL8A2,4665
TRAPPC3,2425
MAP7D1,3440
RN7SL131P,255
THRAP3,4393
UBE2V2P4,258
SH3D21,5939
EVA1B,1051
AL591845.1,4876
STK40,4828
LSM10,1002
RNU4-27P,138
OSCP1,1452
SNORA63C,128
MRPS15,2124
CSF3R,6065
FTLP18,522
AL596257.1,2692
AC117945.2,1519
AC117945.1,775
GRIK3,9475
AL031430.1,1037
AL353604.1,2820
MIR4255,71
RNU6-636P,106
RNA5SP43,109
RPS29P6,144
LINC01137,1865
ZC3H12A,2715
MIR6732,59
MEAF6,2139
MIR5581,59
SNIP1,4550
FTH1P1,531
AL034379.1,252
DNALI1,3537
GNL2,2405
AL513220.1,1324
RSPO1,2872
C1orf109,2621
CDCA8,2361
EPHA10,5460
Y_RNA,99
ACTN4P2,1890
AL929472.1,428
MANEAL,2681
AL929472.3,698
YRDC,1843
C1orf122,2227
MTF1,7926
AL929472.4,690
AL929472.2,479
INPP5B,4670
SNORA63,80
RNU6-584P,94
Metazoa_SRP,272
SF3A3,2757
RNU6-510P,107
FHL3,1650
UTP11,2015
POU3F1,2964
MIR3659HG,589
AL139158.1,339
MIR3659,98
LINC02786,1557
AL390839.1,1030
AL390839.2,1233
LINC01343,2279
AL513479.1,584
RNU6-753P,106
LINC01685,1658
AL354702.1,1959
AL354702.2,886
RRAGC,2674
AL139260.2,2159
AL139260.1,1170
MYCBP,2527
AL139260.3,3225
GJA9,2279
RHBDL2,2121
RNU6-605P,107
Y_RNA,100
EIF1P2,348
AKIRIN1,2683
NDUFS5,541
MACF1,24727
RNU6-608P,103
RNA5SP44,132
AL356055.1,445
AL442071.2,1939
AL442071.1,555
HSPE1P8,286
BMP8A,5629
OXCT2P1,1534
PPIEL,2745
PABPC4,3590
PABPC4-AS1,1312
SNORA55,134
HEYL,4072
AL035404.2,302
NT5C1A,1101
HPCAL4,4753
PPIE,4641
AL035404.1,567
RNU7-121P,61
BMP8B,4819
OXCT2,1825
BMP8B-AS1,1216
AL033527.3,1195
AL033527.1,153
AL033527.4,1095
LINC02811,669
TRIT1,5918
Y_RNA,112
MYCL,3520
AL033527.2,783
Y_RNA,108
MFSD2A,2423
AL663070.1,724
CAP1,3092
PPT1,4001
AL512599.1,684
RLF,6224
RNU6-1237P,106
TMCO2,694
AL050341.2,1540
ZMPSTE24,2965
AL050341.1,312
COL9A2,2856
AL031985.2,479
SMAP2,2895
AL031985.1,417
AL031985.4,668
ZFP69B,2377
AL031985.3,2448
AL603839.4,1004
ZFP69,2790
AL603839.3,603
EXO5,2565
AL603839.1,430
AL603839.2,544
ZNF684,2096
AL356379.2,717
AL356379.1,125
GTF2F2P2,720
RIMS3,7251
AL031289.2,1670
AL031289.1,466
NFYC-AS1,1686
NFYC,2353
MIR30E,91
MIR30C1,88
KCNQ4,4310
RN7SL326P,295
CITED4,1309
AC119677.1,468
AL391730.1,918
AL391730.2,1352
UBE2V1P8,264
CTPS1,5316
SLFNL1-AS1,4796
SLFNL1,4306
SCMH1,3307
RPL23AP17,498
AC093151.8,4435
AC093151.3,1063
AC093151.1,312
AC093151.6,1346
FOXO6,2396
AC093151.2,392
RNA5SP45,91
EDN2,1248
HIVEP3,12608
AL445933.2,263
AL445933.1,2241
AC119676.1,79
AL158216.1,1184
HNRNPFP1,1132
AC114492.1,452
GUCA2B,601
GUCA2A,594
FOXJ3,5337
AC096540.1,659
RIMKLA,10572
AL513331.1,396
ZMYND12,1522
PPCS,2266
CCDC30,6822
AL445669.1,754
TMSB4XP1,134
RNU6-536P,106
AL445669.2,420
PPIH,744
AC098484.4,2037
AC098484.2,599
YBX1,2971
CLDN19,3514
P3H1,2999
C1orf50,4755
AC098484.3,1003
AC098484.1,482
TMEM269,3348
SVBP,804
ERMAP,3940
AL512353.1,3126
ZNF691,1930
AL512353.2,1957
AL512353.3,1324
ATP6V1E1P1,680
SLC2A1,3352
ATP6V0CP4,439
SLC2A1-AS1,3072
AC099795.1,753
RNU6-880P,106
U6,88
AL161637.1,411
FAM183A,532
EBNA1BP2,1493
MIR6733,60
CFAP57,4221
RNA5SP46,119
TMEM125,1846
C1orf210,1483
TIE1,3870
MPL,1896
AL139289.3,556
AL139289.2,658
CDC20,1767
ELOVL1,1617
MIR6734,67
MED8,1961
AL139289.1,727
SZT2,14064
SZT2-AS1,697
MIR6735,72
HYI,2167
HYI-AS1,543
PTPRF,7686
KDM4A,4464
AL451062.3,4011
KDM4A-AS1,3385
ST3GAL3,4772
AL451062.1,465
U6,89
AL451062.2,270
MIR6079,61
SHMT1P1,1311
ARTN,1938
AL357079.1,2222
IPO13,3863
AL357079.2,2040
DPH2,2460
ATP6V0B,2426
B4GALT2,2622
CCDC24,2646
SLC6A9,3116
AL139220.2,2637
AL139220.1,519
KRT8P47,1397
RN7SL479P,299
KLF17,3156
AL356653.1,359
KLF18,3157
AL359839.1,1159
Y_RNA,95
OOSP1P1,273
AL035417.1,213
AL035417.2,794
DMAP1,4545
ERI3,1724
ERI3-IT1,617
RNU6-369P,101
RNF220,3829
MIR5584,59
TMEM53,2233
ARMH1,2204
RNU5F-1,116
RNU5D-1,115
KIF2C,2935
AL592166.1,577
RPS8,1110
SNORD55,79
SNORD46,103
SNORD38A,69
SNORD38B,66
SNORD38B,68
RPS15AP11,384
BEST4,2503
PLK3,2463
TCTEX1D4,762
BTBD19,2655
PTCH2,4388
RNU5E-6P,114
AL136380.1,161
EIF2B3,1912
RNA5SP47,108
CCNB1IP1P1,838
PPIAP35,491
MRPS17P1,3129
HECTD3,3576
UROD,2129
ZSWIM5,5854
OSTCP5,452
LINC01144,1709
HPDL,1784
MUTYH,2513
AL451136.1,2747
TOE1,2165
TESK2,3060
PPIAP36,324
CCDC163,2223
MMACHC,5045
PRDX1,1228
HMGB1P48,595
AKR1A1,1808
AL355480.3,93
AL355480.1,97
NASP,3650
AL355480.2,81
AL355480.4,67
CCDC17,2981
GPBP1L1,3628
RPS15AP10,381
AL604028.2,787
TMEM69,1462
IPP,3108
AL604028.1,596
AL603882.1,680
MAST2,5708
